season,stage,segment_label,team,prev_rank,new_rank
2011/12,relegation_playoff,relegation playoff: after mini-league round 36 vs after mini-league round 35,Ramat haSharon,3,2
2012/13,regular,Regular: after round 2 vs after round 1,B. Jerusalem,11,8
2012/13,regular,Regular: after round 2 vs after round 1,Bnei Sakhnin,7,11
2012/13,regular,Regular: after round 2 vs after round 1,H. Beer Sheva,8,7
2012/13,regular,Regular: after round 2 vs after round 1,Hapoel Acre,6,10
2012/13,regular,Regular: after round 2 vs after round 1,Hapoel Haifa,9,12
2012/13,regular,Regular: after round 2 vs after round 1,Hapoel Tel Aviv,4,3
2012/13,regular,Regular: after round 2 vs after round 1,M. Tel Aviv,3,4
2012/13,regular,Regular: after round 2 vs after round 1,Maccabi Haifa,12,14
2012/13,regular,Regular: after round 2 vs after round 1,Maccabi Netanya,10,9
2012/13,regular,Regular: after round 2 vs after round 1,Ramat haSharon,14,6
2012/13,regular,Regular: after round 3 vs after round 2,B. Jerusalem,8,10
2012/13,regular,Regular: after round 3 vs after round 2,Bnei Sakhnin,11,14
2012/13,regular,Regular: after round 3 vs after round 2,Bnei Yehuda,5,8
2012/13,regular,Regular: after round 3 vs after round 2,H. Beer Sheva,7,9
2012/13,regular,Regular: after round 3 vs after round 2,H. Ramat Gan,13,11
2012/13,regular,Regular: after round 3 vs after round 2,Hapoel Acre,10,5
2012/13,regular,Regular: after round 3 vs after round 2,Hapoel Haifa,12,13
2012/13,regular,Regular: after round 3 vs after round 2,Hapoel Tel Aviv,3,2
2012/13,regular,Regular: after round 3 vs after round 2,Kiryat Shmona,2,4
2012/13,regular,Regular: after round 3 vs after round 2,M. Tel Aviv,4,3
2012/13,regular,Regular: after round 3 vs after round 2,Maccabi Haifa,14,12
2012/13,regular,Regular: after round 3 vs after round 2,Maccabi Netanya,9,7
2012/13,regular,Regular: after round 4 vs after round 3,B. Jerusalem,10,11
2012/13,regular,Regular: after round 4 vs after round 3,Bnei Yehuda,8,5
2012/13,regular,Regular: after round 4 vs after round 3,FC Ashdod,1,2
2012/13,regular,Regular: after round 4 vs after round 3,H. Beer Sheva,9,10
2012/13,regular,Regular: after round 4 vs after round 3,H. Ramat Gan,11,9
2012/13,regular,Regular: after round 4 vs after round 3,Hapoel Acre,5,4
2012/13,regular,Regular: after round 4 vs after round 3,Hapoel Tel Aviv,2,3
2012/13,regular,Regular: after round 4 vs after round 3,Kiryat Shmona,4,8
2012/13,regular,Regular: after round 4 vs after round 3,M. Tel Aviv,3,1
2012/13,regular,Regular: after round 5 vs after round 4,FC Ashdod,2,1
2012/13,regular,Regular: after round 5 vs after round 4,H. Beer Sheva,10,9
2012/13,regular,Regular: after round 5 vs after round 4,H. Ramat Gan,9,10
2012/13,regular,Regular: after round 5 vs after round 4,Kiryat Shmona,8,7
2012/13,regular,Regular: after round 5 vs after round 4,M. Tel Aviv,1,2
2012/13,regular,Regular: after round 5 vs after round 4,Maccabi Netanya,7,8
2012/13,regular,Regular: after round 6 vs after round 5,B. Jerusalem,11,10
2012/13,regular,Regular: after round 6 vs after round 5,Bnei Yehuda,5,6
2012/13,regular,Regular: after round 6 vs after round 5,H. Beer Sheva,9,8
2012/13,regular,Regular: after round 6 vs after round 5,H. Ramat Gan,10,11
2012/13,regular,Regular: after round 6 vs after round 5,Maccabi Netanya,8,9
2012/13,regular,Regular: after round 6 vs after round 5,Ramat haSharon,6,5
2012/13,regular,Regular: after round 7 vs after round 6,B. Jerusalem,10,8
2012/13,regular,Regular: after round 7 vs after round 6,Bnei Sakhnin,14,13
2012/13,regular,Regular: after round 7 vs after round 6,H. Beer Sheva,8,7
2012/13,regular,Regular: after round 7 vs after round 6,Hapoel Haifa,13,14
2012/13,regular,Regular: after round 7 vs after round 6,Kiryat Shmona,7,9
2012/13,regular,Regular: after round 7 vs after round 6,Maccabi Netanya,9,10
2012/13,regular,Regular: after round 8 vs after round 7,B. Jerusalem,8,5
2012/13,regular,Regular: after round 8 vs after round 7,Bnei Sakhnin,13,11
2012/13,regular,Regular: after round 8 vs after round 7,Bnei Yehuda,6,9
2012/13,regular,Regular: after round 8 vs after round 7,FC Ashdod,1,2
2012/13,regular,Regular: after round 8 vs after round 7,H. Beer Sheva,7,10
2012/13,regular,Regular: after round 8 vs after round 7,H. Ramat Gan,11,12
2012/13,regular,Regular: after round 8 vs after round 7,Kiryat Shmona,9,7
2012/13,regular,Regular: after round 8 vs after round 7,M. Tel Aviv,2,1
2012/13,regular,Regular: after round 8 vs after round 7,Maccabi Haifa,12,13
2012/13,regular,Regular: after round 8 vs after round 7,Maccabi Netanya,10,8
2012/13,regular,Regular: after round 8 vs after round 7,Ramat haSharon,5,6
2012/13,regular,Regular: after round 9 vs after round 8,B. Jerusalem,5,6
2012/13,regular,Regular: after round 9 vs after round 8,Bnei Yehuda,9,4
2012/13,regular,Regular: after round 9 vs after round 8,Hapoel Acre,4,5
2012/13,regular,Regular: after round 9 vs after round 8,Kiryat Shmona,7,8
2012/13,regular,Regular: after round 9 vs after round 8,Maccabi Netanya,8,9
2012/13,regular,Regular: after round 9 vs after round 8,Ramat haSharon,6,7
2012/13,regular,Regular: after round 10 vs after round 9,B. Jerusalem,6,5
2012/13,regular,Regular: after round 10 vs after round 9,FC Ashdod,2,1
2012/13,regular,Regular: after round 10 vs after round 9,H. Beer Sheva,10,7
2012/13,regular,Regular: after round 10 vs after round 9,H. Ramat Gan,12,13
2012/13,regular,Regular: after round 10 vs after round 9,Hapoel Acre,5,8
2012/13,regular,Regular: after round 10 vs after round 9,Kiryat Shmona,8,9
2012/13,regular,Regular: after round 10 vs after round 9,M. Tel Aviv,1,2
2012/13,regular,Regular: after round 10 vs after round 9,Maccabi Haifa,13,12
2012/13,regular,Regular: after round 10 vs after round 9,Maccabi Netanya,9,10
2012/13,regular,Regular: after round 10 vs after round 9,Ramat haSharon,7,6
2012/13,regular,Regular: after round 11 vs after round 10,Bnei Sakhnin,11,12
2012/13,regular,Regular: after round 11 vs after round 10,H. Beer Sheva,7,9
2012/13,regular,Regular: after round 11 vs after round 10,Hapoel Tel Aviv,3,2
2012/13,regular,Regular: after round 11 vs after round 10,Kiryat Shmona,9,7
2012/13,regular,Regular: after round 11 vs after round 10,M. Tel Aviv,2,3
2012/13,regular,Regular: after round 11 vs after round 10,Maccabi Haifa,12,11
2012/13,regular,Regular: after round 12 vs after round 11,B. Jerusalem,5,4
2012/13,regular,Regular: after round 12 vs after round 11,Bnei Yehuda,4,6
2012/13,regular,Regular: after round 12 vs after round 11,FC Ashdod,1,3
2012/13,regular,Regular: after round 12 vs after round 11,H. Beer Sheva,9,7
2012/13,regular,Regular: after round 12 vs after round 11,Hapoel Acre,8,10
2012/13,regular,Regular: after round 12 vs after round 11,Kiryat Shmona,7,5
2012/13,regular,Regular: after round 12 vs after round 11,M. Tel Aviv,3,1
2012/13,regular,Regular: after round 12 vs after round 11,Maccabi Haifa,11,9
2012/13,regular,Regular: after round 12 vs after round 11,Maccabi Netanya,10,11
2012/13,regular,Regular: after round 12 vs after round 11,Ramat haSharon,6,8
2012/13,regular,Regular: after round 13 vs after round 12,B. Jerusalem,4,5
2012/13,regular,Regular: after round 13 vs after round 12,Bnei Sakhnin,12,13
2012/13,regular,Regular: after round 13 vs after round 12,H. Ramat Gan,13,12
2012/13,regular,Regular: after round 13 vs after round 12,Kiryat Shmona,5,4
2012/13,regular,Regular: after round 13 vs after round 12,Maccabi Haifa,9,8
2012/13,regular,Regular: after round 13 vs after round 12,Ramat haSharon,8,9
2012/13,regular,Regular: after round 14 vs after round 13,B. Jerusalem,5,6
2012/13,regular,Regular: after round 14 vs after round 13,Bnei Sakhnin,13,11
2012/13,regular,Regular: after round 14 vs after round 13,Bnei Yehuda,6,4
2012/13,regular,Regular: after round 14 vs after round 13,H. Beer Sheva,7,8
2012/13,regular,Regular: after round 14 vs after round 13,H. Ramat Gan,12,13
2012/13,regular,Regular: after round 14 vs after round 13,Hapoel Tel Aviv,2,1
2012/13,regular,Regular: after round 14 vs after round 13,Kiryat Shmona,4,5
2012/13,regular,Regular: after round 14 vs after round 13,M. Tel Aviv,1,2
2012/13,regular,Regular: after round 14 vs after round 13,Maccabi Haifa,8,7
2012/13,regular,Regular: after round 14 vs after round 13,Maccabi Netanya,11,12
2012/13,regular,Regular: after round 15 vs after round 14,Bnei Sakhnin,11,10
2012/13,regular,Regular: after round 15 vs after round 14,Bnei Yehuda,4,5
2012/13,regular,Regular: after round 15 vs after round 14,H. Beer Sheva,8,9
2012/13,regular,Regular: after round 15 vs after round 14,H. Ramat Gan,13,11
2012/13,regular,Regular: after round 15 vs after round 14,Hapoel Acre,10,12
2012/13,regular,Regular: after round 15 vs after round 14,Hapoel Tel Aviv,1,2
2012/13,regular,Regular: after round 15 vs after round 14,Kiryat Shmona,5,4
2012/13,regular,Regular: after round 15 vs after round 14,M. Tel Aviv,2,1
2012/13,regular,Regular: after round 15 vs after round 14,Maccabi Netanya,12,13
2012/13,regular,Regular: after round 15 vs after round 14,Ramat haSharon,9,8
2012/13,regular,Regular: after round 16 vs after round 15,B. Jerusalem,6,8
2012/13,regular,Regular: after round 16 vs after round 15,Maccabi Haifa,7,6
2012/13,regular,Regular: after round 16 vs after round 15,Ramat haSharon,8,7
2012/13,regular,Regular: after round 17 vs after round 16,B. Jerusalem,8,6
2012/13,regular,Regular: after round 17 vs after round 16,Bnei Yehuda,5,7
2012/13,regular,Regular: after round 17 vs after round 16,FC Ashdod,3,5
2012/13,regular,Regular: after round 17 vs after round 16,Hapoel Acre,12,13
2012/13,regular,Regular: after round 17 vs after round 16,Maccabi Haifa,6,3
2012/13,regular,Regular: after round 17 vs after round 16,Maccabi Netanya,13,12
2012/13,regular,Regular: after round 17 vs after round 16,Ramat haSharon,7,8
2012/13,regular,Regular: after round 18 vs after round 17,B. Jerusalem,6,4
2012/13,regular,Regular: after round 18 vs after round 17,Bnei Yehuda,7,8
2012/13,regular,Regular: after round 18 vs after round 17,FC Ashdod,5,7
2012/13,regular,Regular: after round 18 vs after round 17,H. Ramat Gan,11,12
2012/13,regular,Regular: after round 18 vs after round 17,Kiryat Shmona,4,5
2012/13,regular,Regular: after round 18 vs after round 17,Maccabi Netanya,12,11
2012/13,regular,Regular: after round 18 vs after round 17,Ramat haSharon,8,6
2012/13,regular,Regular: after round 19 vs after round 18,FC Ashdod,7,5
2012/13,regular,Regular: after round 19 vs after round 18,Hapoel Acre,13,14
2012/13,regular,Regular: after round 19 vs after round 18,Hapoel Haifa,14,13
2012/13,regular,Regular: after round 19 vs after round 18,Kiryat Shmona,5,6
2012/13,regular,Regular: after round 19 vs after round 18,Ramat haSharon,6,7
2012/13,regular,Regular: after round 20 vs after round 19,Bnei Sakhnin,10,11
2012/13,regular,Regular: after round 20 vs after round 19,Bnei Yehuda,8,7
2012/13,regular,Regular: after round 20 vs after round 19,Hapoel Tel Aviv,2,3
2012/13,regular,Regular: after round 20 vs after round 19,Kiryat Shmona,6,8
2012/13,regular,Regular: after round 20 vs after round 19,Maccabi Haifa,3,2
2012/13,regular,Regular: after round 20 vs after round 19,Maccabi Netanya,11,10
2012/13,regular,Regular: after round 20 vs after round 19,Ramat haSharon,7,6
2012/13,regular,Regular: after round 21 vs after round 20,B. Jerusalem,4,6
2012/13,regular,Regular: after round 21 vs after round 20,Bnei Yehuda,7,5
2012/13,regular,Regular: after round 21 vs after round 20,FC Ashdod,5,8
2012/13,regular,Regular: after round 21 vs after round 20,Kiryat Shmona,8,7
2012/13,regular,Regular: after round 21 vs after round 20,Ramat haSharon,6,4
2012/13,regular,Regular: after round 22 vs after round 21,B. Jerusalem,6,7
2012/13,regular,Regular: after round 22 vs after round 21,Bnei Sakhnin,11,10
2012/13,regular,Regular: after round 22 vs after round 21,Bnei Yehuda,5,4
2012/13,regular,Regular: after round 22 vs after round 21,Kiryat Shmona,7,5
2012/13,regular,Regular: after round 22 vs after round 21,Maccabi Netanya,10,11
2012/13,regular,Regular: after round 22 vs after round 21,Ramat haSharon,4,6
2012/13,regular,Regular: after round 23 vs after round 22,Bnei Sakhnin,10,11
2012/13,regular,Regular: after round 23 vs after round 22,Maccabi Netanya,11,10
2012/13,regular,Regular: after round 24 vs after round 23,Bnei Yehuda,4,5
2012/13,regular,Regular: after round 24 vs after round 23,Kiryat Shmona,5,4
2012/13,regular,Regular: after round 26 vs after round 25,B. Jerusalem,7,8
2012/13,regular,Regular: after round 26 vs after round 25,Bnei Sakhnin,11,12
2012/13,regular,Regular: after round 26 vs after round 25,FC Ashdod,8,7
2012/13,regular,Regular: after round 26 vs after round 25,H. Ramat Gan,12,13
2012/13,regular,Regular: after round 26 vs after round 25,Hapoel Haifa,13,10
2012/13,regular,Regular: after round 26 vs after round 25,Hapoel Tel Aviv,3,4
2012/13,regular,Regular: after round 26 vs after round 25,Kiryat Shmona,4,3
2012/13,regular,Regular: after round 26 vs after round 25,Maccabi Netanya,10,11
2012/13,championship_playoff,championship playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Tel Aviv,4,3
2012/13,championship_playoff,championship playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Kiryat Shmona,3,4
2012/13,championship_playoff,championship playoff: after mini-league round 30 vs after mini-league round 29,M. Tel Aviv,1,2
2012/13,championship_playoff,championship playoff: after mini-league round 30 vs after mini-league round 29,Maccabi Haifa,2,1
2012/13,championship_playoff,championship playoff: after mini-league round 31 vs after mini-league round 30,Hapoel Tel Aviv,3,2
2012/13,championship_playoff,championship playoff: after mini-league round 31 vs after mini-league round 30,M. Tel Aviv,2,3
2012/13,championship_playoff,championship playoff: after mini-league round 34 vs after mini-league round 33,Hapoel Tel Aviv,2,1
2012/13,championship_playoff,championship playoff: after mini-league round 34 vs after mini-league round 33,Maccabi Haifa,1,2
2012/13,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,Bnei Yehuda,5,3
2012/13,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,Hapoel Tel Aviv,1,2
2012/13,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,Kiryat Shmona,4,5
2012/13,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,M. Tel Aviv,3,4
2012/13,championship_playoff,championship playoff: after mini-league round 35 vs after mini-league round 34,Maccabi Haifa,2,1
2012/13,championship_playoff,championship playoff: after mini-league round 36 vs after mini-league round 35,Bnei Yehuda,3,4
2012/13,championship_playoff,championship playoff: after mini-league round 36 vs after mini-league round 35,Kiryat Shmona,5,3
2012/13,championship_playoff,championship playoff: after mini-league round 36 vs after mini-league round 35,M. Tel Aviv,4,5
2012/13,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),B. Jerusalem,2,3
2012/13,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Bnei Sakhnin,6,4
2012/13,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),H. Beer Sheva,3,5
2012/13,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Hapoel Haifa,5,2
2012/13,relegation_playoff,relegation playoff: after mini-league round 27 vs halved-carry table (before any playoff match),Maccabi Netanya,4,6
2012/13,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,B. Jerusalem,3,4
2012/13,relegation_playoff,relegation playoff: after mini-league round 28 vs after mini-league round 27,Bnei Sakhnin,4,3
2012/13,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,H. Beer Sheva,5,6
2012/13,relegation_playoff,relegation playoff: after mini-league round 29 vs after mini-league round 28,Maccabi Netanya,6,5
